|Year | Sum | Alliance | Event | Match | Color|
|2004 | 1517 | [571, 716, 230] | 2004ct | qf2 | red|
|2004 | 1517 | [571, 716, 230] | 2004ct | sf1 | red|
|2004 | 1517 | [571, 716, 230] | 2004ct | sf2 | red|
|2004 | 1517 | [571, 716, 230] | 2004ct |  | Winner|
|2004 | 1514 | [233, 522, 759] | 2004ny | f1 | red|
|2004 | 1514 | [233, 522, 759] | 2004ny | f2 | red|
|2004 | 1514 | [233, 522, 759] | 2004ny | qf1 | red|
|2004 | 1514 | [233, 522, 759] | 2004ny | qf2 | red|
|2004 | 1514 | [233, 522, 759] | 2004ny | sf1 | red|
|2004 | 1514 | [233, 522, 759] | 2004ny | sf2 | red|
|2004 | 1514 | [233, 522, 759] | 2004ny |  | Winner|
|2004 | 1496 | [518, 74, 904] | 2004mi | qf1 | red|
|2004 | 1496 | [518, 74, 904] | 2004mi | qf2 | red|
|2004 | 1496 | [518, 74, 904] | 2004mi | sf1 | blue|
|2004 | 1496 | [518, 74, 904] | 2004mi | sf2 | blue|
|2004 | 1486 | [79, 16, 1391] | 2004new | qf1 | red|
|2004 | 1486 | [79, 16, 1391] | 2004new | qf2 | red|
|2004 | 1486 | [79, 16, 1391] | 2004new | sf1 | blue|
|2004 | 1486 | [79, 16, 1391] | 2004new | sf2 | blue|
|2004 | 1486 | [79, 16, 1391] | 2004new | sf3 | blue|
|2004 | 1481 | [782, 341, 358] | 2004gal | qf1 | blue|
|2004 | 1481 | [782, 341, 358] | 2004gal | qf2 | blue|
|2004 | 1477 | [1030, 306, 141] | 2004oh | qf1 | blue|
|2004 | 1477 | [1030, 306, 141] | 2004oh | qf2 | blue|
|2004 | 1464 | [378, 48, 1038] | 2004oh | f1 | blue|
|2004 | 1464 | [378, 48, 1038] | 2004oh | f2 | blue|
|2004 | 1464 | [378, 48, 1038] | 2004oh | qf1 | blue|
|2004 | 1464 | [378, 48, 1038] | 2004oh | qf2 | blue|
|2004 | 1464 | [378, 48, 1038] | 2004oh | sf1 | red|
|2004 | 1464 | [378, 48, 1038] | 2004oh | sf2 | red|
|2004 | 1464 | [378, 48, 1038] | 2004oh |  | Finalist|
|2004 | 1462 | [63, 1188, 211] | 2004oh | qf1 | red|
|2004 | 1462 | [63, 1188, 211] | 2004oh | qf2 | red|
|2004 | 1462 | [63, 1188, 211] | 2004oh | sf1 | blue|
|2004 | 1462 | [63, 1188, 211] | 2004oh | sf2 | blue|
|2004 | 1445 | [250, 1099, 96] | 2004ct | qf1 | blue|
|2004 | 1445 | [250, 1099, 96] | 2004ct | qf2 | blue|
|2004 | 1441 | [1259, 81, 101] | 2004il | qf1 | red|
|2004 | 1441 | [1259, 81, 101] | 2004il | qf2 | red|
|2004 | 1441 | [1259, 81, 101] | 2004il | qf3 | red|
|2004 | 1435 | [25, 1403, 7] | 2004md | qf1 | red|
|2004 | 1435 | [25, 1403, 7] | 2004md | qf2 | red|
|2004 | 1433 | [5, 1030, 398] | 2004pit |  | Winner|
|2004 | 1419 | [494, 67, 858] | 2004mi | f1 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi | f2 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi | qf1 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi | qf2 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi | qf3 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi | sf1 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi | sf2 | red|
|2004 | 1419 | [494, 67, 858] | 2004mi |  | Finalist|
|2004 | 1416 | [716, 87, 613] | 2004nj |  | Finalist|
|2004 | 1407 | [28, 569, 810] | 2004li | f1 | blue|
|2004 | 1407 | [28, 569, 810] | 2004li | f2 | blue|
|2004 | 1407 | [28, 569, 810] | 2004li | f3 | blue|
|2004 | 1407 | [28, 569, 810] | 2004li | qf1 | red|
|2004 | 1407 | [28, 569, 810] | 2004li | qf2 | red|
|2004 | 1407 | [28, 569, 810] | 2004li | sf1 | blue|
|2004 | 1407 | [28, 569, 810] | 2004li | sf2 | blue|
|2004 | 1407 | [28, 569, 810] | 2004li |  | Finalist|
|2004 | 1399 | [126, 173, 1100] | 2004ct | f1 | red|
|2004 | 1399 | [126, 173, 1100] | 2004ct | f2 | red|
|2004 | 1399 | [126, 173, 1100] | 2004ct | qf1 | blue|
|2004 | 1399 | [126, 173, 1100] | 2004ct | qf2 | blue|
|2004 | 1399 | [126, 173, 1100] | 2004ct | sf1 | blue|
|2004 | 1399 | [126, 173, 1100] | 2004ct | sf2 | blue|
|2004 | 1399 | [126, 173, 1100] | 2004ct | sf3 | blue|
|2004 | 1399 | [126, 173, 1100] | 2004ct |  | Finalist|
|2004 | 1398 | [33, 977, 388] | 2004va |  | Winner|
|2004 | 1392 | [945, 61, 386] | 2004fl |  | Winner|
|2004 | 1363 | [69, 980, 314] | 2004ca | f1 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca | f2 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca | qf1 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca | qf2 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca | sf1 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca | sf2 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca | sf3 | red|
|2004 | 1363 | [69, 980, 314] | 2004ca |  | Winner|
|2004 | 1359 | [486, 222, 651] | 2004pa | f1 | blue|
|2004 | 1359 | [486, 222, 651] | 2004pa | f2 | blue|
|2004 | 1359 | [486, 222, 651] | 2004pa | f3 | blue|
|2004 | 1359 | [486, 222, 651] | 2004pa | qf1 | red|
|2004 | 1359 | [486, 222, 651] | 2004pa | qf2 | red|
|2004 | 1359 | [486, 222, 651] | 2004pa | sf1 | blue|
|2004 | 1359 | [486, 222, 651] | 2004pa | sf2 | blue|
|2004 | 1359 | [486, 222, 651] | 2004pa | sf3 | blue|
|2004 | 1359 | [486, 222, 651] | 2004pa |  | Finalist|
|2004 | 1356 | [453, 263, 640] | 2004ny | qf1 | blue|
|2004 | 1356 | [453, 263, 640] | 2004ny | qf2 | blue|
|2004 | 1356 | [453, 263, 640] | 2004ny | sf1 | blue|
|2004 | 1356 | [453, 263, 640] | 2004ny | sf2 | blue|
|2004 | 1352 | [467, 358, 527] | 2004li | qf1 | red|
|2004 | 1352 | [467, 358, 527] | 2004li | qf2 | red|
|2004 | 1352 | [467, 358, 527] | 2004li | sf1 | red|
|2004 | 1352 | [467, 358, 527] | 2004li | sf2 | red|
|2004 | 1345 | [395, 354, 596] | 2004ny | f1 | blue|
|2004 | 1345 | [395, 354, 596] | 2004ny | f2 | blue|
|2004 | 1345 | [395, 354, 596] | 2004ny | qf1 | red|
|2004 | 1345 | [395, 354, 596] | 2004ny | qf2 | red|
|2004 | 1345 | [395, 354, 596] | 2004ny | sf1 | blue|
|2004 | 1345 | [395, 354, 596] | 2004ny | sf2 | blue|
|2004 | 1345 | [395, 354, 596] | 2004ny | sf3 | blue|
|2004 | 1345 | [395, 354, 596] | 2004ny |  | Finalist|
|2004 | 1334 | [60, 33, 1241] | 2004arc | qf1 | red|
|2004 | 1334 | [60, 33, 1241] | 2004arc | qf2 | red|
|2004 | 1309 | [811, 176, 322] | 2004new | f1 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | f2 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | f3 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | qf1 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | qf2 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | sf1 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | sf2 | blue|
|2004 | 1309 | [811, 176, 322] | 2004new | sf3 | blue|
|2004 | 1309 | [176, 322, 811] | 2004new |  | Finalist|
|2004 | 1298 | [910, 66, 322] | 2004mi | qf1 | blue|
|2004 | 1298 | [910, 66, 322] | 2004mi | qf2 | blue|
|2004 | 1298 | [910, 66, 322] | 2004mi | qf3 | blue|
|2004 | 1277 | [280, 494, 503] | 2004gl |  | Finalist|
|2004 | 1274 | [498, 696, 80] | 2004az |  | Finalist|
|2004 | 1259 | [371, 555, 333] | 2004ny | qf1 | blue|
|2004 | 1259 | [371, 555, 333] | 2004ny | qf2 | blue|
|2004 | 1259 | [188, 22, 1049] | 2004on | f6 | red|
|2004 | 1259 | [188, 22, 1049] | 2004on | qf1 | blue|
|2004 | 1259 | [188, 22, 1049] | 2004on | qf2 | blue|
|2004 | 1259 | [188, 22, 1049] | 2004on | qf3 | blue|
|2004 | 1258 | [114, 47, 1097] | 2004sj | qf1 | red|
|2004 | 1258 | [114, 47, 1097] | 2004sj | qf2 | red|
|2004 | 1258 | [114, 47, 1097] | 2004sj | qf3 | red|
|2004 | 1244 | [269, 45, 930] | 2004il | f1 | blue|
|2004 | 1244 | [269, 45, 930] | 2004il | f2 | blue|
|2004 | 1244 | [269, 45, 930] | 2004il | qf1 | red|
|2004 | 1244 | [269, 45, 930] | 2004il | qf2 | red|
|2004 | 1244 | [269, 45, 930] | 2004il | qf3 | red|
|2004 | 1244 | [269, 45, 930] | 2004il | sf1 | red|
|2004 | 1244 | [269, 45, 930] | 2004il | sf2 | red|
|2004 | 1244 | [269, 45, 930] | 2004il | sf3 | red|
|2004 | 1244 | [269, 45, 930] | 2004il |  | Winner|
|2004 | 1241 | [647, 476, 118] | 2004tx | qf1 | red|
|2004 | 1241 | [647, 476, 118] | 2004tx | qf2 | red|
|2004 | 1241 | [647, 476, 118] | 2004tx | qf3 | red|
|2004 | 1241 | [647, 476, 118] | 2004tx | sf1 | blue|
|2004 | 1241 | [647, 476, 118] | 2004tx | sf2 | blue|
|2004 | 1219 | [71, 903, 245] | 2004mi | qf1 | red|
|2004 | 1219 | [71, 903, 245] | 2004mi | qf2 | red|
|2004 | 1219 | [71, 903, 245] | 2004mi | qf3 | red|
|2004 | 1189 | [571, 330, 288] | 2004arc | qf1 | red|
|2004 | 1189 | [571, 330, 288] | 2004arc | qf2 | red|
|2004 | 1189 | [571, 330, 288] | 2004arc | qf3 | red|
|2004 | 1189 | [571, 330, 288] | 2004arc | sf1 | red|
|2004 | 1189 | [571, 330, 288] | 2004arc | sf2 | red|
|2004 | 1189 | [571, 330, 288] | 2004arc | sf3 | red|
|2004 | 1183 | [852, 68, 263] | 2004gal | qf1 | red|
|2004 | 1183 | [852, 68, 263] | 2004gal | qf2 | red|
|2004 | 1167 | [598, 207, 362] | 2004ca | qf1 | blue|
|2004 | 1167 | [598, 207, 362] | 2004ca | qf2 | blue|
|2004 | 1160 | [65, 648, 447] | 2004il | f1 | red|
|2004 | 1160 | [65, 648, 447] | 2004il | f2 | red|
|2004 | 1160 | [65, 648, 447] | 2004il | qf1 | blue|
|2004 | 1160 | [65, 648, 447] | 2004il | qf2 | blue|
|2004 | 1160 | [65, 648, 447] | 2004il | qf3 | blue|
|2004 | 1160 | [65, 648, 447] | 2004il | sf1 | blue|
|2004 | 1160 | [65, 648, 447] | 2004il | sf2 | blue|
|2004 | 1160 | [65, 648, 447] | 2004il |  | Finalist|
|2004 | 1129 | [41, 375, 713] | 2004ny | qf1 | red|
|2004 | 1129 | [41, 375, 713] | 2004ny | qf2 | red|
|2004 | 1129 | [41, 375, 713] | 2004ny | qf3 | red|
|2004 | 1129 | [41, 375, 713] | 2004ny | sf1 | red|
|2004 | 1129 | [41, 375, 713] | 2004ny | sf2 | red|
|2004 | 1129 | [41, 375, 713] | 2004ny | sf3 | red|
|2004 | 1127 | [165, 616, 346] | 2004va |  | Finalist|
|2004 | 1122 | [364, 48, 710] | 2004new | qf1 | blue|
|2004 | 1122 | [364, 48, 710] | 2004new | qf2 | blue|
|2004 | 1122 | [364, 48, 710] | 2004new | qf3 | blue|
|2004 | 1122 | [364, 48, 710] | 2004new | sf1 | red|
|2004 | 1122 | [364, 48, 710] | 2004new | sf2 | red|
|2004 | 1122 | [364, 48, 710] | 2004new | sf3 | red|
|2004 | 1120 | [181, 782, 157] | 2004ct | qf1 | red|
|2004 | 1120 | [181, 782, 157] | 2004ct | qf2 | red|
|2004 | 1120 | [181, 782, 157] | 2004ct | sf1 | red|
|2004 | 1120 | [181, 782, 157] | 2004ct | sf2 | red|
|2004 | 1120 | [181, 782, 157] | 2004ct | sf3 | red|
|2004 | 1033 | [287, 329, 417] | 2004li | qf1 | red|
|2004 | 1033 | [287, 329, 417] | 2004li | qf2 | red|
|2004 | 1006 | [60, 68, 878] | 2004co | f1 | red|
|2004 | 1006 | [60, 68, 878] | 2004co | f2 | red|
|2004 | 1006 | [60, 68, 878] | 2004co | qf1 | red|
|2004 | 1006 | [60, 68, 878] | 2004co | qf2 | red|
|2004 | 1006 | [60, 68, 878] | 2004co | sf1 | red|
|2004 | 1006 | [60, 68, 878] | 2004co | sf2 | red|
|2004 | 1006 | [60, 68, 878] | 2004co |  | Finalist|
|2004 | 1005 | [378, 316, 311] | 2004arc | qf1 | blue|
|2004 | 1005 | [378, 316, 311] | 2004arc | qf2 | blue|
|2004 | 1005 | [378, 316, 311] | 2004arc | qf3 | blue|
|2004 | 1000 | [71, 494, 435] | 2004arc | f1 | red|
|2004 | 1000 | [71, 494, 435] | 2004arc | f2 | red|
|2004 | 1000 | [71, 494, 435] | 2004arc | f3 | red|
|2004 | 1000 | [71, 494, 435] | 2004arc | qf1 | blue|
|2004 | 1000 | [71, 494, 435] | 2004arc | qf2 | blue|
|2004 | 1000 | [71, 494, 435] | 2004arc | sf1 | blue|
|2004 | 1000 | [71, 494, 435] | 2004arc | sf2 | blue|
|2004 | 1000 | [71, 494, 435] | 2004arc | sf3 | blue|
|2004 | 1000 | [71, 435, 494] | 2004arc |  | Winner|
|2004 | 1000 | [71, 494, 435] | 2004cmp | f1 | blue|
|2004 | 1000 | [71, 494, 435] | 2004cmp | f2 | blue|
|2004 | 1000 | [71, 494, 435] | 2004cmp | f3 | blue|
|2004 | 1000 | [71, 494, 435] | 2004cmp | sf1 | blue|
|2004 | 1000 | [71, 494, 435] | 2004cmp | sf2 | blue|
|2004 | 1000 | [71, 435, 494] | 2004cmp |  | Winner|
|2004 | 950 | [234, 469, 247] | 2004il | qf1 | blue|
|2004 | 950 | [234, 469, 247] | 2004il | qf2 | blue|
|2004 | 933 | [397, 451, 85] | 2004mi | qf1 | blue|
|2004 | 933 | [397, 451, 85] | 2004mi | qf2 | blue|
|2004 | 933 | [397, 451, 85] | 2004mi | qf3 | blue|
|2004 | 933 | [397, 451, 85] | 2004mi | sf1 | red|
|2004 | 933 | [397, 451, 85] | 2004mi | sf2 | red|
|2004 | 914 | [236, 178, 500] | 2004ct | qf1 | red|
|2004 | 914 | [236, 178, 500] | 2004ct | qf2 | red|
|2004 | 914 | [236, 178, 500] | 2004ct | sf1 | blue|
|2004 | 914 | [236, 178, 500] | 2004ct | sf2 | blue|
|2004 | 883 | [235, 107, 541] | 2004mi | qf1 | blue|
|2004 | 883 | [235, 107, 541] | 2004mi | qf2 | blue|
|2004 | 883 | [235, 107, 541] | 2004mi | qf3 | blue|
|2004 | 878 | [57, 364, 457] | 2004tx | f1 | blue|
|2004 | 878 | [57, 364, 457] | 2004tx | f2 | blue|
|2004 | 878 | [57, 364, 457] | 2004tx | qf1 | red|
|2004 | 878 | [57, 364, 457] | 2004tx | qf2 | red|
|2004 | 878 | [57, 364, 457] | 2004tx | sf1 | red|
|2004 | 878 | [57, 364, 457] | 2004tx | sf2 | red|
|2004 | 878 | [57, 364, 457] | 2004tx |  | Winner|
|2004 | 866 | [395, 254, 217] | 2004new | qf1 | blue|
|2004 | 866 | [395, 254, 217] | 2004new | qf2 | blue|
|2004 | 842 | [177, 381, 284] | 2004pa | f1 | red|
|2004 | 842 | [177, 381, 284] | 2004pa | f2 | red|
|2004 | 842 | [177, 381, 284] | 2004pa | f3 | red|
|2004 | 842 | [177, 381, 284] | 2004pa | qf1 | red|
|2004 | 842 | [177, 381, 284] | 2004pa | qf2 | red|
|2004 | 842 | [177, 381, 284] | 2004pa | sf1 | blue|
|2004 | 842 | [177, 381, 284] | 2004pa | sf2 | blue|
|2004 | 842 | [177, 381, 284] | 2004pa |  | Winner|
|2004 | 816 | [222, 303, 291] | 2004md | f1 | red|
|2004 | 816 | [222, 303, 291] | 2004md | f2 | red|
|2004 | 816 | [222, 303, 291] | 2004md | f3 | red|
|2004 | 816 | [222, 303, 291] | 2004md | qf1 | red|
|2004 | 816 | [222, 303, 291] | 2004md | qf2 | red|
|2004 | 816 | [222, 303, 291] | 2004md | sf1 | red|
|2004 | 816 | [222, 303, 291] | 2004md | sf2 | red|
|2004 | 816 | [222, 303, 291] | 2004md |  | Finalist|
|2004 | 812 | [272, 224, 316] | 2004pa | qf1 | red|
|2004 | 812 | [272, 224, 316] | 2004pa | qf2 | red|
|2004 | 812 | [272, 224, 316] | 2004pa | sf1 | red|
|2004 | 812 | [272, 224, 316] | 2004pa | sf2 | red|
|2004 | 806 | [279, 66, 461] | 2004cur | f1 | blue|
|2004 | 806 | [279, 66, 461] | 2004cur | f2 | blue|
|2004 | 806 | [279, 66, 461] | 2004cur | qf1 | red|
|2004 | 806 | [279, 66, 461] | 2004cur | qf2 | red|
|2004 | 806 | [279, 66, 461] | 2004cur | sf1 | blue|
|2004 | 806 | [279, 66, 461] | 2004cur | sf2 | blue|
|2004 | 806 | [279, 66, 461] | 2004cur | sf3 | blue|
|2004 | 806 | [66, 279, 461] | 2004cur |  | Finalist|
|2004 | 788 | [180, 107, 501] | 2004new | qf1 | red|
|2004 | 788 | [180, 107, 501] | 2004new | qf2 | red|
|2004 | 788 | [180, 107, 501] | 2004new | qf3 | red|
|2004 | 746 | [292, 71, 383] | 2004il | qf1 | red|
|2004 | 746 | [292, 71, 383] | 2004il | qf2 | red|
|2004 | 746 | [292, 71, 383] | 2004il | sf1 | red|
|2004 | 746 | [292, 71, 383] | 2004il | sf2 | red|
|2004 | 746 | [501, 69, 176] | 2004nh |  | Winner|
|2004 | 744 | [237, 121, 386] | 2004arc | qf1 | blue|
|2004 | 744 | [237, 121, 386] | 2004arc | qf2 | blue|
|2004 | 744 | [237, 121, 386] | 2004arc | sf1 | red|
|2004 | 744 | [237, 121, 386] | 2004arc | sf2 | red|
|2004 | 744 | [237, 121, 386] | 2004arc | sf3 | red|
|2004 | 742 | [93, 492, 157] | 2004gal | qf1 | blue|
|2004 | 742 | [93, 492, 157] | 2004gal | qf2 | blue|
|2004 | 742 | [93, 492, 157] | 2004gal | sf1 | blue|
|2004 | 742 | [93, 492, 157] | 2004gal | sf2 | blue|
|2004 | 735 | [345, 165, 225] | 2004md | qf1 | blue|
|2004 | 735 | [345, 165, 225] | 2004md | qf2 | blue|
|2004 | 735 | [345, 165, 225] | 2004md | qf3 | blue|
|2004 | 667 | [66, 279, 322] | 2004gl |  | Winner|
|2004 | 662 | [484, 103, 75] | 2004pa | qf1 | blue|
|2004 | 662 | [484, 103, 75] | 2004pa | qf2 | blue|
|2004 | 655 | [302, 292, 61] | 2004cur | qf1 | blue|
|2004 | 655 | [302, 292, 61] | 2004cur | qf2 | blue|
|2004 | 655 | [302, 292, 61] | 2004cur | sf1 | red|
|2004 | 655 | [302, 292, 61] | 2004cur | sf2 | red|
|2004 | 655 | [302, 292, 61] | 2004cur | sf3 | red|
|2004 | 649 | [34, 435, 180] | 2004sc | qf1 | blue|
|2004 | 649 | [34, 435, 180] | 2004sc | qf2 | blue|
|2004 | 649 | [34, 435, 180] | 2004sc | qf3 | blue|
|2004 | 640 | [237, 175, 228] | 2004ct | qf1 | blue|
|2004 | 640 | [237, 175, 228] | 2004ct | qf2 | blue|
|2004 | 596 | [237, 56, 303] | 2004nj |  | Winner|
|2004 | 586 | [64, 79, 443] | 2004co | qf1 | red|
|2004 | 586 | [64, 79, 443] | 2004co | qf2 | red|
|2004 | 586 | [64, 79, 443] | 2004co | qf3 | red|
|2004 | 569 | [177, 27, 365] | 2004gal | f1 | blue|
|2004 | 569 | [177, 27, 365] | 2004gal | f2 | blue|
|2004 | 569 | [177, 27, 365] | 2004gal | qf1 | blue|
|2004 | 569 | [177, 27, 365] | 2004gal | qf2 | blue|
|2004 | 569 | [177, 27, 365] | 2004gal | sf1 | red|
|2004 | 569 | [177, 27, 365] | 2004gal | sf2 | red|
|2004 | 569 | [27, 177, 365] | 2004gal |  | Finalist|
|2004 | 502 | [11, 122, 369] | 2004md | qf1 | blue|
|2004 | 502 | [11, 122, 369] | 2004md | qf2 | blue|
|2004 | 502 | [11, 122, 369] | 2004md | sf1 | blue|
|2004 | 502 | [11, 122, 369] | 2004md | sf2 | blue|
|2004 | 474 | [121, 176, 177] | 2004ct | qf1 | red|
|2004 | 474 | [121, 176, 177] | 2004ct | qf2 | red|
|2004 | 417 | [217, 93, 107] | 2004il | qf1 | blue|
|2004 | 417 | [217, 93, 107] | 2004il | qf2 | blue|
|2004 | 417 | [217, 93, 107] | 2004il | qf3 | blue|
|2004 | 414 | [281, 11, 122] | 2004sc | f1 | blue|
|2004 | 414 | [281, 11, 122] | 2004sc | f2 | blue|
|2004 | 414 | [281, 11, 122] | 2004sc | f3 | blue|
|2004 | 414 | [281, 11, 122] | 2004sc | qf1 | red|
|2004 | 414 | [281, 11, 122] | 2004sc | qf2 | red|
|2004 | 414 | [281, 11, 122] | 2004sc | qf3 | red|
|2004 | 414 | [281, 11, 122] | 2004sc | sf1 | red|
|2004 | 414 | [281, 11, 122] | 2004sc | sf2 | red|
|2004 | 414 | [281, 11, 122] | 2004sc |  | Winner|
|2004 | 380 | [11, 190, 179] | 2004cur | qf1 | blue|
|2004 | 380 | [11, 190, 179] | 2004cur | qf2 | blue|
|2004 | 380 | [11, 190, 179] | 2004cur | qf3 | blue|
|2004 | 365 | [5, 47, 313] | 2004dt | f1 | blue|
|2004 | 365 | [5, 47, 313] | 2004dt | f2 | blue|
|2004 | 365 | [5, 47, 313] | 2004dt | qf1 | red|
|2004 | 365 | [5, 47, 313] | 2004dt | qf2 | red|
|2004 | 365 | [5, 47, 313] | 2004dt | sf1 | red|
|2004 | 365 | [5, 47, 313] | 2004dt | sf2 | red|
|2004 | 365 | [5, 47, 313] | 2004dt |  | Winner|
|2004 | 364 | [188, 111, 65] | 2004arc | qf1 | red|
|2004 | 364 | [188, 111, 65] | 2004arc | qf2 | red|
|2004 | 353 | [138, 40, 175] | 2004nh |  | Finalist|
|2004 | 321 | [47, 126, 148] | 2004cur | qf1 | red|
|2004 | 321 | [47, 126, 148] | 2004cur | qf2 | red|
|2004 | 212 | [27, 111, 74] | 2004il | qf1 | red|
|2004 | 212 | [27, 111, 74] | 2004il | qf2 | red|
|2004 | 212 | [27, 111, 74] | 2004il | sf1 | blue|
|2004 | 212 | [27, 111, 74] | 2004il | sf2 | blue|
|2004 | 212 | [27, 111, 74] | 2004il | sf3 | blue|




















